DATE,ACTION,PRICE,PROFIT,PROFIT_PERCENT,FEE,STOP_TAKE_CHECK,CHANGED_WAVE,BB_CHECK,SMA160,TOTAL_BALANCE
2021-01-04T17:00:00.000Z,SELL SHORT position entered,32092.2,0,,,,,,33185.92712500002,1000
2021-01-04T19:45:00.000Z,BUY SHORT position closed-2,29105.21,93.0752643944635,9.30752643944635,1,true,false,false,,1092.0752643944636
2021-01-04T20:00:00.000Z,SELL SHORT position entered,29774.67,0,,,,,,33091.17775000003,1092.0752643944636
2021-01-04T20:45:00.000Z,BUY SHORT position closed-2,30247.03,-17.325218781244914,-1.5864491529209244,1.0920752643944636,false,false,true,,1073.6579703488242
2021-01-05T00:30:00.000Z,SELL SHORT position entered,31828.73,0,,,,,,32961.03937500002,1073.6579703488242
2021-01-05T02:00:00.000Z,BUY SHORT position closed-2,31200.3,21.19842288103584,1.9744111687773915,1.0736579703488243,false,false,true,,1093.7827352595111
2021-01-05T05:45:00.000Z,SELL SHORT position entered,31414.64,0,,,,,,32812.161437500006,1093.7827352595111
2021-01-05T07:15:00.000Z,BUY SHORT position closed-2,31048.19,12.758913784651,1.1664943478581986,1.093782735259511,false,false,true,,1105.4478663089026
2021-01-05T10:30:00.000Z,SELL SHORT position entered,32524.09,0,,,,,,32533.249687500007,1105.4478663089026
2021-01-05T10:45:00.000Z,BUY SHORT position closed-2,32596.84,-2.472669712633702,-0.22368035508449277,1.1054478663089027,false,true,false,,1101.86974872996
2021-01-05T19:30:00.000Z,SELL SHORT position entered,31525.41,0,,,,,,32009.97187499999,1101.86974872996
2021-01-05T23:45:00.000Z,BUY SHORT position closed-2,31544.01,-0.6501034348601858,-0.05900002569355496,1.10186974872996,false,false,true,,1100.11777554637
2021-01-06T04:15:00.000Z,BUY LONG position entered,33411.5,0,,,,,,31770.623312499993,1100.11777554637
2021-01-06T05:15:00.000Z,SELL LONG position closed-2,33747,11.046780710109008,1.0041452793199945,1.10011777554637,false,false,true,,1110.0644384809327
2021-01-06T09:45:00.000Z,BUY LONG position entered,33678.61,0,,,,,,31889.9316875,1110.0644384809327
2021-01-06T13:45:00.000Z,SELL LONG position closed-2,35632.7,64.40781904571483,5.802169388819777,1.1100644384809328,true,false,false,,1173.3621930881666
2021-01-06T14:00:00.000Z,BUY LONG position entered,35314.15,0,,,,,,32246.814374999987,1173.3621930881666
2021-01-06T15:00:00.000Z,SELL LONG position closed-2,34794.99,-17.249819581206303,-1.470118918337277,1.1733621930881666,false,false,true,,1154.939011313872
2021-01-06T19:30:00.000Z,BUY LONG position entered,34358.01,0,,,,,,32711.313374999998,1154.939011313872
2021-01-06T20:45:00.000Z,SELL LONG position closed-2,34812.73,15.285340077165273,1.3234759521869897,1.154939011313872,false,false,true,,1169.0694123797234
2021-01-07T00:30:00.000Z,BUY LONG position entered,34590.63,0,,,,,,33122.93925000001,1169.0694123797234
2021-01-07T02:00:00.000Z,SELL LONG position closed-2,34770,6.062219176076124,0.5185508329857034,1.1690694123797234,false,false,true,,1173.9625621434197
2021-01-07T04:45:00.000Z,BUY LONG position entered,35665.01,0,,,,,,33399.14562500001,1173.9625621434197
2021-01-07T05:15:00.000Z,SELL LONG position closed-2,34861.7,-26.44204686317027,-2.252375647728698,1.1739625621434198,false,false,true,,1146.346552718106
2021-01-07T05:45:00.000Z,BUY LONG position entered,35250.2,0,,,,,,33493.599250000014,1146.346552718106
2021-01-07T07:00:00.000Z,SELL LONG position closed-2,36019.59,25.020782128776094,2.1826542828125786,1.146346552718106,false,false,true,,1170.220988294164
2021-01-07T16:00:00.000Z,BUY LONG position entered,37087.77,0,,,,,,34910.45793750003,1170.220988294164
2021-01-07T19:30:00.000Z,SELL LONG position closed-2,37314,7.138177738424082,0.6099854480331474,1.170220988294164,false,false,true,,1176.1889450442939
2021-01-07T21:30:00.000Z,BUY LONG position entered,37929.97,0,,,,,,35518.71950000001,1176.1889450442939
2021-01-07T23:00:00.000Z,SELL LONG position closed-2,38260.84,10.260109255209008,0.8723181167820467,1.176188945044294,false,false,true,,1185.2728653544586
2021-01-08T01:30:00.000Z,BUY LONG position entered,39134.85,0,,,,,,35960.774624999984,1185.2728653544586
2021-01-08T03:45:00.000Z,SELL LONG position closed-2,39208.76,2.2385039799143773,0.18885980143019196,1.1852728653544586,false,false,true,,1186.3260964690185
2021-01-08T04:30:00.000Z,BUY LONG position entered,38362.15,0,,,,,,36365.069062499984,1186.3260964690185
2021-01-08T12:00:00.000Z,SELL LONG position closed-2,36690.89,-51.68269640739151,-4.356533718782711,1.1863260964690185,true,true,false,,1133.4570739651579
2021-01-08T12:30:00.000Z,BUY LONG position entered,38040.69,0,,,,,,37217.020874999966,1133.4570739651579
2021-01-08T17:45:00.000Z,SELL LONG position closed-2,38845,23.965150452342304,2.114341248804892,1.133457073965158,false,false,true,,1156.288767343535
2021-01-08T19:45:00.000Z,BUY LONG position entered,40022.8,0,,,,,,37928.705124999935,1156.288767343535
2021-01-08T21:45:00.000Z,SELL LONG position closed-2,41633,46.519887993257754,4.023206772139872,1.1562887673435351,false,false,true,,1201.6523665694492
2021-01-09T01:45:00.000Z,BUY LONG position entered,41225.99,0,,,,,,38721.49706249995,1201.6523665694492
2021-01-09T04:15:00.000Z,SELL LONG position closed-2,39956.48,-37.00359156647482,-3.0793923930025566,1.2016523665694492,true,false,false,,1163.4471226364049
2021-01-09T04:45:00.000Z,BUY LONG position entered,40289.3,0,,,,,,39004.86762499997,1163.4471226364049
2021-01-09T05:45:00.000Z,SELL LONG position closed-2,39664.45,-18.04399516942127,-1.5509080574743312,1.163447122636405,true,false,false,,1144.239680344347
2021-01-09T06:30:00.000Z,BUY LONG position entered,39572.96,0,,,,,,39103.40581249997,1144.239680344347
2021-01-09T09:00:00.000Z,SELL LONG position closed-2,40761.34,34.3616335833259,3.0030101362142165,1.144239680344347,false,false,true,,1177.4570742473286
2021-01-09T12:45:00.000Z,BUY LONG position entered,40280.84,0,,,,,,39591.71875,1177.4570742473286
2021-01-09T15:15:00.000Z,SELL LONG position closed-2,39341.12,-27.46913822580891,-2.33292056471512,1.1774570742473287,true,true,false,,1148.8104789472723
2021-01-09T18:45:00.000Z,BUY LONG position entered,40581.84,0,,,,,,39786.41618750003,1148.8104789472723
2021-01-09T19:15:00.000Z,SELL LONG position closed-2,40410.79,-4.842166654442625,-0.4214939490175794,1.1488104789472722,false,false,true,,1142.8195018138824
2021-01-10T00:45:00.000Z,BUY LONG position entered,40612.65,0,,,,,,40011.22968750004,1142.8195018138824
2021-01-10T04:45:00.000Z,SELL LONG position closed-2,40915.52,8.522609150458422,0.7457528627164081,1.1428195018138825,false,false,true,,1150.199291462527
2021-01-10T05:45:00.000Z,BUY LONG position entered,40569.99,0,,,,,,40269.498625000044,1150.199291462527
2021-01-10T08:00:00.000Z,SELL LONG position closed-2,40310.01,-7.3706898077722744,-0.6408184966276697,1.1501992914625272,false,true,false,,1141.6784023632922
2021-01-10T08:15:00.000Z,SELL SHORT position entered,40327.21,0,,,,,,40402.77493750003,1141.6784023632922
2021-01-10T08:45:00.000Z,BUY SHORT position closed-2,40302.93,0.6873758836621577,0.06020748769874939,1.1416784023632922,false,false,true,,1141.2240998445911
2021-01-10T09:45:00.000Z,BUY LONG position entered,40591,0,,,,,,40459.83243750002,1141.2240998445911
2021-01-10T11:30:00.000Z,SELL LONG position closed-2,41177.66,16.494063472563667,1.445295755216682,1.141224099844591,false,false,true,,1156.5769392173102
2021-01-10T21:00:00.000Z,SELL SHORT position entered,39341.62,0,,,,,,40460.14693749999,1156.5769392173102
2021-01-10T21:45:00.000Z,BUY SHORT position closed-2,39680,-9.947798405158466,-0.8601069300145682,1.1565769392173102,false,false,true,,1145.4725638729344
2021-01-11T03:00:00.000Z,SELL SHORT position entered,37780.84,0,,,,,,40350.34499999994,1145.4725638729344
2021-01-11T04:30:00.000Z,BUY SHORT position closed-2,38556.67,-23.52229276081582,-2.053501192668034,1.1454725638729344,false,false,true,,1120.8047985482456
2021-01-11T07:45:00.000Z,SELL SHORT position entered,38835.18,0,,,,,,40106.34756249994,1120.8047985482456
2021-01-11T10:15:00.000Z,BUY SHORT position closed-2,37286.62,44.692299065946614,3.9875185334534247,1.1208047985482457,false,false,true,,1164.3762928156439
2021-01-11T11:45:00.000Z,SELL SHORT position entered,36720.73,0,,,,,,39892.23968749995,1164.3762928156439
2021-01-11T13:15:00.000Z,BUY SHORT position closed-2,35473.52,39.54773655541724,3.396473871842979,1.1643762928156438,false,false,true,,1202.7596530782455
2021-01-11T19:45:00.000Z,SELL SHORT position entered,35719.99,0,,,,,,38765.07793749998,1202.7596530782455
2021-01-11T21:45:00.000Z,BUY SHORT position closed-2,34894.01,27.812309528909843,2.3123746675180925,1.2027596530782456,false,false,true,,1229.369202954077
2021-01-12T08:00:00.000Z,SELL SHORT position entered,34500,0,,,,,,36459.04581249998,1229.369202954077
2021-01-12T08:45:00.000Z,BUY SHORT position closed-2,35075.72,-20.51514311665863,-1.6687536231884095,1.229369202954077,true,false,false,,1207.6246906344643
2021-01-12T09:15:00.000Z,SELL SHORT position entered,35408.46,0,,,,,,36273.38568749998,1207.6246906344643
2021-01-12T12:00:00.000Z,BUY SHORT position closed-2,34384.4,34.926120500330335,2.8921336878248805,1.2076246906344643,false,false,true,,1241.3431864441602
2021-01-12T14:30:00.000Z,SELL SHORT position entered,35404.63,0,,,,,,35548.26618750002,1241.3431864441602
2021-01-12T15:15:00.000Z,BUY SHORT position closed-2,35942.45,-18.85683292081849,-1.5190668565100094,1.2413431864441602,true,true,false,,1221.2450103368976
2021-01-12T15:30:00.000Z,BUY LONG position entered,35792.53,0,,,,,,35440.97350000002,1221.2450103368976
2021-01-12T16:30:00.000Z,SELL LONG position closed-2,35822.13,1.009955214285506,0.08269882011693097,1.2212450103368977,false,false,true,,1221.0337205408462
2021-01-12T20:30:00.000Z,BUY LONG position entered,35506.45,0,,,,,,35045.284250000026,1221.0337205408462
2021-01-12T22:45:00.000Z,SELL LONG position closed-2,34595.03,-31.34288428089364,-2.566913898742336,1.2210337205408461,true,true,false,,1188.4698025394116
2021-01-12T23:15:00.000Z,SELL SHORT position entered,33348.64,0,,,,,,34865.941937500014,1188.4698025394116
2021-01-13T00:15:00.000Z,BUY SHORT position closed-2,33450.28,-3.6222187990306387,-0.3047800450033328,1.1884698025394116,false,false,true,,1183.6591139378415
2021-01-13T10:00:00.000Z,SELL SHORT position entered,33193.27,0,,,,,,34354.92693750001,1183.6591139378415
2021-01-13T11:15:00.000Z,BUY SHORT position closed-2,33141.42,1.8489508583419278,0.15620636351886555,1.1836591139378416,false,false,true,,1184.3244056822457
2021-01-13T13:00:00.000Z,SELL SHORT position entered,33872.01,0,,,,,,34190.4416875,1184.3244056822457
2021-01-13T16:45:00.000Z,BUY SHORT position closed-2,34652.16,-27.27770466213861,-2.303229126349459,1.1843244056822457,true,true,false,,1155.8623766144249
2021-01-13T17:00:00.000Z,BUY LONG position entered,34864.02,0,,,,,,34223.28893749999,1155.8623766144249
2021-01-13T17:45:00.000Z,SELL LONG position closed-2,34701.76,-5.379478018583358,-0.4654081772555052,1.155862376614425,false,false,true,,1149.327036219227
2021-01-14T04:15:00.000Z,BUY LONG position entered,35776.97,0,,,,,,34583.58874999998,1149.327036219227
2021-01-14T05:45:00.000Z,SELL LONG position closed-2,35995.85,7.031470291857063,0.6117902102944921,1.149327036219227,false,false,true,,1155.2091794748649
2021-01-14T07:30:00.000Z,BUY LONG position entered,37331.83,0,,,,,,34680.06193749998,1155.2091794748649
2021-01-14T08:45:00.000Z,SELL LONG position closed-2,37277.79,-1.6722326245143275,-0.1447558290070454,1.155209179474865,false,false,true,,1152.3817376708757
2021-01-14T13:45:00.000Z,BUY LONG position entered,37293.6,0,,,,,,34939.66012499995,1152.3817376708757
2021-01-14T17:45:00.000Z,SELL LONG position closed-2,38426,34.991448391640965,3.0364459317416435,1.1523817376708758,false,false,true,,1186.2208043248459
2021-01-14T22:00:00.000Z,BUY LONG position entered,38218.99,0,,,,,,35696.036124999955,1186.2208043248459
2021-01-15T01:00:00.000Z,SELL LONG position closed-2,39630.15,43.79883796591835,3.6923006076298814,1.186220804324846,false,false,true,,1228.8334214864394
2021-01-15T08:00:00.000Z,BUY LONG position entered,38665.5,0,,,,,,37123.66393749998,1228.8334214864394
2021-01-15T10:00:00.000Z,SELL LONG position closed-2,39541.98,27.855527983976373,2.266827016332398,1.2288334214864394,false,false,true,,1255.4601160489294
2021-01-15T14:30:00.000Z,BUY LONG position entered,38779.79,0,,,,,,37859.62543749997,1255.4601160489294
