DATE,ACTION,PRICE,PROFIT,PROFIT_PERCENT,STOP_LOSS,TAKE_PROFIT,STOP_TAKE_CHECK,CHANGED_WAVE,BB_CHECK,SMA160,TOTAL_BALANCE
2021-08-06T20:15:00.000Z,BUY LONG position entered,40679.76,0,,40069.5636,42510.349200000004,,,,39781.968687500004,1000
2021-08-06T22:00:00.000Z,SELL LONG position closed-2,40668.89,-0.26720904941431856,-0.02672090494143186,,,false,false,true,,999.7327909505857
2021-08-07T07:00:00.000Z,BUY LONG position entered,42618.93,0,,41979.64605,44536.78184999999,,,,40400.380749999975,999.7327909505857
2021-08-07T09:15:00.000Z,SELL LONG position closed-2,42825.43,4.843970069903114,0.4845264768496065,,,false,false,true,,1004.5767610204888
2021-08-07T17:00:00.000Z,BUY LONG position entered,43200,0,,42552,45144,,,,41557.426249999975,1004.5767610204888
2021-08-07T19:45:00.000Z,SELL LONG position closed-2,43715.21,11.980740579753823,1.1926157407407387,,,false,false,true,,1016.5575016002426
2021-08-07T23:00:00.000Z,BUY LONG position entered,43401.55,0,,42750.526750000005,45354.61975,,,,42034.83868749998,1016.5575016002426
2021-08-08T01:45:00.000Z,SELL LONG position closed-2,42729.24,-15.746943920225526,-1.5490460594149402,,,true,false,false,,1000.8105576800172
2021-08-08T02:15:00.000Z,BUY LONG position entered,43706.59,0,,42395.39229999999,47640.18310000001,,,,42244.80499999999,1000.8105576800172
2021-08-08T07:15:00.000Z,SELL LONG position closed-2,43539.81,-3.818993538728876,-0.38159005312470917,,,false,false,true,,996.9915641412882
2021-08-08T21:00:00.000Z,BUY LONG position entered,44465.34,0,,43798.359899999996,46466.2803,,,,43731.0010625,996.9915641412882
2021-08-08T22:45:00.000Z,SELL LONG position closed-2,44798.1,7.461067718894247,0.7483581594113574,,,false,false,true,,1004.4526318601825
2021-08-09T01:45:00.000Z,BUY LONG position entered,44206.66,0,,43543.5601,46195.95970000001,,,,43939.16281249999,1004.4526318601825
2021-08-09T02:00:00.000Z,SELL LONG position closed-2,43923.33,-6.437753139118568,-0.640921526303959,,,false,true,false,,998.014878721064
2021-08-09T06:00:00.000Z,SELL SHORT position entered,43740.02,0,,44396.120299999995,41771.7191,,,,43988.4591875,998.014878721064
2021-08-09T06:45:00.000Z,BUY SHORT position closed-2,44124.9,-8.781796773805036,-0.8799264380766278,,,false,true,false,,989.2330819472589
2021-08-09T15:15:00.000Z,SELL SHORT position entered,43540.96,0,,44194.0744,41581.6168,,,,44013.28718750001,989.2330819472589
2021-08-09T18:30:00.000Z,BUY SHORT position closed-2,44240.75,-15.898947069974414,-1.6071992900478098,,,true,true,false,,973.3341348772846
2021-08-10T07:15:00.000Z,BUY LONG position entered,45743.51,0,,44907.42,48251.78000000001,,,,44565.67593749999,973.3341348772846
2021-08-10T09:30:00.000Z,SELL LONG position closed-2,46015.19,5.780829187866452,0.5939203178767879,,,false,false,true,,979.114964065151
2021-08-10T14:45:00.000Z,BUY LONG position entered,45704.99,0,,45019.41515,47761.71454999999,,,,44786.47718749997,979.114964065151
2021-08-10T18:45:00.000Z,SELL LONG position closed-2,45885.86,3.8746868460197983,0.39573359495320454,,,false,false,true,,982.9896509111708
2021-08-10T20:45:00.000Z,BUY LONG position entered,45606.18,0,,44922.0873,47658.4581,,,,45047.16087499996,982.9896509111708
2021-08-10T23:00:00.000Z,SELL LONG position closed-2,45522.05,-1.8133270388169809,-0.18447061341247475,,,false,false,true,,981.1763238723538
2021-08-10T23:45:00.000Z,BUY LONG position entered,45490.44,0,,44808.0834,47537.5098,,,,45170.37556249996,981.1763238723538
2021-08-11T00:45:00.000Z,SELL LONG position closed-2,45095.09,-8.52724351848302,-0.8690837019822314,,,false,true,false,,972.6490803538708
2021-08-11T20:45:00.000Z,BUY LONG position entered,46159.86,0,,45467.4621,48237.05370000001,,,,45722.55831250003,972.6490803538708
